,text,favourite_count,retweet_count,created_at
330,"RT @LgbtqIndia: With the NCERT curriculum coming under fire for trying to normalise queerness, could children’s fiction step in to help you…",0,0,2021-12-07 13:02:26+00:00
331,"...2019, and Rules, 2020,"" tomorrow (#December8) at 3pm. Join us in the discussion. Click: https://t.co/I7MXq0oKuw… https://t.co/cVufKYgURk",0,0,2021-12-07 11:39:02+00:00
332,RT @LgbtqIndia: Forum urges MPs to air their voice against Centre’s move to list transgender people in OBC category it would do injustice t…,0,0,2021-12-07 10:29:08+00:00
333,"RT @LgbtqIndia: With the NCERT curriculum coming under fire for trying to normalise queerness, could children’s fiction step in to help you…",0,0,2021-12-07 09:57:18+00:00
334,"RT @LgbtqIndia: How Indian Culture Influences Sexual Fantasies, According to Sex Experts https://t.co/HVNtUEbamk via @vice",0,0,2021-12-06 09:22:06+00:00
335,RT @LgbtqIndia: Kerala govt failed in implementing transgender policy: Amicus curiae report https://t.co/RKnztfTvT2 via @indiatoday,0,0,2021-12-06 09:20:56+00:00
336,@LgbtqIndia @IndiaToday Place support lgbt ok,0,0,2021-12-06 07:20:34+00:00
337,RT @LgbtqIndia: Kerala govt failed in implementing transgender policy: Amicus curiae report https://t.co/RKnztfTvT2 via @indiatoday,0,0,2021-12-06 07:20:19+00:00
338,"RT @TbiHindi: मैं चाहती हूं कि समाज हमें भी बराबरी की नज़र से देखे, हम भी बाकी लोगों की तरह सामान्य हैं।""- श्रुति सितारा @QueerNaari @Lgbtq…",0,0,2021-12-05 03:23:52+00:00
339,RT @LgbtqIndia: Bhopal: A plea of queer gas tragedy survivor to in-community Dow CEO https://t.co/R05w6Tqpyi,0,0,2021-12-04 19:03:42+00:00
340,RT @LgbtqIndia: Kerala native Sruthy Sithara crowned Ms Trans Global Universe https://t.co/E1we3r5YIA via @NewIndianXpress,0,0,2021-12-04 19:03:17+00:00
341,"RT @LgbtqIndia: How Indian Culture Influences Sexual Fantasies, According to Sex Experts https://t.co/HVNtUEbamk via @vice",0,0,2021-12-04 14:27:05+00:00
342,"RT @TbiHindi: मैं चाहती हूं कि समाज हमें भी बराबरी की नज़र से देखे, हम भी बाकी लोगों की तरह सामान्य हैं।""- श्रुति सितारा @QueerNaari @Lgbtq…",0,0,2021-12-04 12:43:14+00:00
343,"@TbiHindi @LgbtqIndia Thanks a lot for this article
May I suggest something 
""पहली ट्रांसजेंडर"" नहीं ""ट्रांसजेंडर महिला"" लिखिए। 🙏",1,0,2021-12-04 08:28:14+00:00
344,"मैं चाहती हूं कि समाज हमें भी बराबरी की नज़र से देखे, हम भी बाकी लोगों की तरह सामान्य हैं।""- श्रुति सितारा… https://t.co/7nKhst0PD6",9,2,2021-12-04 07:46:19+00:00
345,"This is definitely not 'Vasudeva Kutumbam'. ART bill is not in the spirit of hinduism
https://t.co/w3rWIetqQN… https://t.co/XelvklV76V",0,0,2021-12-03 17:58:20+00:00
346,@LgbtqIndia i mean.. duh lol,0,0,2021-12-03 12:04:09+00:00
347,RT @LgbtqIndia: Same-sex marriage: social attitudes rooted in conservatism https://t.co/gaw5msmBLh,0,0,2021-12-03 11:27:40+00:00
348,RT @LgbtqIndia: Same-sex marriage: social attitudes rooted in conservatism https://t.co/gaw5msmBLh,0,0,2021-12-03 09:43:26+00:00
349,@LgbtqIndia @indiatvnews Which film,0,0,2021-12-03 08:27:04+00:00
350,RT @QueerPunjab: Agricultural Education Day📖🌾 to commemorate the birth anniversary of first President of Independent India and Union Minist…,0,0,2021-12-03 06:37:14+00:00
351,Agricultural Education Day📖🌾 to commemorate the birth anniversary of first President of Independent India and Union… https://t.co/NsQZGaPOJB,0,1,2021-12-03 06:37:11+00:00
352,"ਖੇਤੀਬਾੜੀ ਸਿੱਖਿਆ ਦਿਵਸ 📖🌾ਸੁਤੰਤਰ ਭਾਰਤ ਦੇ ਪਹਿਲੇ ਰਾਸ਼ਟਰਪਤੀ ਅਤੇ ਕੇਂਦਰੀ ਖੇਤੀਬਾੜੀ ਮੰਤਰੀ, ਭਾਰਤ ਰਤਨ, ਡਾ. ਰਾਜੇਂਦਰ ਪ੍ਰਸਾਦ ਦੇ ਜਨ… https://t.co/OzEewn8mlp",0,0,2021-12-03 06:30:31+00:00
353,RT @LgbtqIndia: Over 86% HIV cases in Assam caused sexually https://t.co/BBRzMJnnTZ via @timesofindia,0,0,2021-12-02 15:00:46+00:00
354,...their #gender identity card &amp; certificate. The portal simplifies the process as one doesn't need to visit an off… https://t.co/she21aF76c,0,0,2021-12-02 11:18:41+00:00
355,"RT @LgbtqIndia: In a first, Madhya Pradesh home department permits a woman constable to undergo gender affirmation surgery without affectin…",0,0,2021-12-02 10:47:14+00:00
356,"...support for the #skill development of #lgbtqia members to help them earn a #livelihood. 
There are 12 Garima Gre… https://t.co/lKM3LE42JM",0,0,2021-12-02 07:09:32+00:00
357,RT @LgbtqIndia: World AIDS Day: Remembering Dominic D’Souza Whose Case Helped Change HIV Treatment In India.  https://t.co/zdNBPtDwk7,0,0,2021-12-02 06:41:06+00:00
358,RT @LgbtqIndia: World AIDS Day: How Aware is Delhi On HIV-AIDS? https://t.co/BN7lUepzug via @indiatoday,0,0,2021-12-01 21:03:15+00:00
359,"Hiring #LGBT across India for Inclusive Organizations

Entry to Senior Level, visit https://t.co/gaLnd1RjU3

Upload… https://t.co/LYOhldxmcQ",0,0,2021-12-01 17:33:35+00:00
360,RT @LgbtqIndia: World AIDS Day: Remembering Dominic D’Souza Whose Case Helped Change HIV Treatment In India.  https://t.co/zdNBPtDwk7,0,0,2021-12-01 17:16:04+00:00
361,"RT @LgbtqIndia: Aarathana, a 30-year-old transwoman, exhausted by her run from the pillar to the post for a job has urged the Collector to…",0,0,2021-12-01 14:40:45+00:00
362,"RT @LgbtqIndia: Rahul Ravindran says he is open to working with transgender assistant director, earns ‘respect’ from fans https://t.co/o6FZ…",0,0,2021-12-01 10:40:14+00:00
363,"@LgbtqIndia @EconomicTimes A bit misleading an article isn't it? It's only about awareness building, which many other places also do",0,0,2021-12-01 09:00:49+00:00
364,RT @LgbtqIndia: Ayushmann Khurrana Painted His Nails and Called it 'Gender Fluid'. Internet Schooled Him https://t.co/PGHUbFHKRP,0,0,2021-12-01 08:02:39+00:00
365,RT @LgbtqIndia: Ayushmann Khurrana Painted His Nails and Called it 'Gender Fluid'. Internet Schooled Him https://t.co/PGHUbFHKRP,0,0,2021-12-01 07:41:26+00:00
366,RT @LgbtqIndia: HC asks Centre to respond to plea for live streaming of proceedings on same sex marriage petitions https://t.co/w9IH8XC5Zi…,0,0,2021-11-30 14:55:10+00:00
367,@LgbtqIndia @NewIndianXpress why do they need till february to reply?,0,0,2021-11-30 14:19:25+00:00
368,@LgbtqIndia Reading down #Section377 is not enough. #GayMarriage must be allowed. Hope #DelhiHighCourt will take a… https://t.co/ttoG4MIdGQ,3,0,2021-11-30 08:01:34+00:00
369,"RT @LgbtqIndia: Gay couple fight for right to marry, final hearing tomorrow https://t.co/XvLxkiZppp",0,0,2021-11-30 03:51:09+00:00
370,"@LgbtqIndia fingers crossed 🤞🏼, and also I would like to thank each and every person in our great country #India fi… https://t.co/aYS6eeNTDj",3,0,2021-11-30 03:50:49+00:00
371,@pragyavats @NGOProtsahan @KhabarLahariya @yourdost @NadjaNadika @QueenKalki @weareyuvaa @LgbtqIndia @BrownGirlMag… https://t.co/L3HZSL0IAw,2,0,2021-11-30 03:42:21+00:00
372,"RT @LgbtqIndia: Gay couple fight for right to marry, final hearing tomorrow https://t.co/XvLxkiZppp",0,0,2021-11-29 14:35:10+00:00
373,RT @LgbtqIndia: Big fat gay Indian wedding? Same-sex couple fight for right to marry https://t.co/ogp6fvHgD8,0,0,2021-11-29 06:30:31+00:00
374,RT @LgbtqIndia: Telangana: 30% men unaware that contraception can prevent AIDS https://t.co/X0HIJlxLVa via @TheSiasatDaily,0,0,2021-11-29 06:10:40+00:00
375,"For more info on the portal, visit: https://t.co/xnBPKLxkxP
#lgbtqindia #transgenderpride #transgenderawareness… https://t.co/r4mrPS2JWi",1,0,2021-11-29 05:58:22+00:00
376,@HumsafarTrust @LgbtqIndia,2,0,2021-11-28 12:22:54+00:00
377,"RT @LgbtqIndia: Bullying of LGBTQ+ community a problem, says book reviewer Tejuja https://t.co/SwH9l9GM6Q via @timesofindia",0,0,2021-11-28 05:08:21+00:00
378,"RT @LgbtqIndia: 'Bring back manual on inclusion of transgender children in schools': 43 LGBTQIA+ groups, over 700 individuals endorse open…",0,0,2021-11-27 12:35:14+00:00
379,RT @LgbtqIndia: View: Do Vedas permit a man to marry a man? - https://t.co/Y1MRuTgrw7 via @economictimes,0,0,2021-11-27 08:45:48+00:00
380,"RT @LgbtqIndia: Stay-At-Home Dad to Makeup Tutorials &amp; Kolam: 6 Men Breaking ‘Mard’ Stereotypes
https://t.co/QwvAF51mNG",0,0,2021-11-27 04:53:00+00:00
381,"RT @LgbtqIndia: Queer artists have a hard time entering mainstream media
https://t.co/j2KjG0Jxwl",0,0,2021-11-27 04:52:50+00:00
382,RT @LgbtqIndia: Kerala school introduces gender neutral uniforms for all students https://t.co/vmPrLETlPr,0,0,2021-11-27 04:52:24+00:00
383,"RT @LgbtqIndia: 'Bring back manual on inclusion of transgender children in schools': 43 LGBTQIA+ groups, over 700 individuals endorse open…",0,0,2021-11-26 22:27:32+00:00
384,"RT @sustainablyurs: We kickstart the Transgender Awareness Week by highlighting the significance and how can we support the community.

Be…",0,0,2021-11-26 22:01:51+00:00
385,RT @LgbtqIndia: Aarya 2 actor Vikas Kumar on showcasing his homosexual cop act with deft. https://t.co/2K6OsSTiVQ,0,0,2021-11-26 18:52:54+00:00
386,"RT @LgbtqIndia: 'Bring back manual on inclusion of transgender children in schools': 43 LGBTQIA+ groups, over 700 individuals endorse open…",0,0,2021-11-26 18:42:39+00:00
387,"RT @LgbtqIndia: Allahabad HC Directs Name, Gender Change Of A Transgender In Educational Records Following UP Education Board's denial http…",0,0,2021-11-26 18:38:30+00:00
388,@PawanDhall @guptakaushik1 @povmumbai @LgbtqIndia @lgbtqnation @QueerDesi,0,0,2021-11-26 17:00:50+00:00
389,RT @LgbtqIndia: Tata Steel best employer for leading the way in LGBT inclusion. https://t.co/DQ3JIbU2Dr,0,0,2021-11-26 08:53:19+00:00
390,@LgbtqIndia Real Headline : 'How is congress party pretending to promote LGBT only on Twitter? Since 2018 #After377… https://t.co/7yCjEsDDdW,1,0,2021-11-25 11:55:21+00:00
391,"...
For more information on the portal, visit: https://t.co/xnBPKLxkxP
#lgbtqindia #transgenderpride… https://t.co/rBIwkyOJxB",0,0,2021-11-25 07:03:48+00:00
392,"RT @LgbtqIndia: Psychological pressure, financial extortion, forceful expenditure, derogatory emails or any abuse on grounds of religion, c…",0,0,2021-11-25 04:27:19+00:00
393,"RT @LgbtqIndia: Specify Steps Taken For Welfare Of Transgender Persons, Implementation Of SC's NALSA Ruling: Kerala HC To State Legal Servi…",0,0,2021-11-24 22:30:53+00:00
394,"...help them earn a #livelihood and lead a life of #dignity. 
To know more about Garima Greh and their locations, v… https://t.co/rBTIqDeGGb",1,0,2021-11-24 10:52:06+00:00
395,"RT @LgbtqIndia: Psychological pressure, financial extortion, forceful expenditure, derogatory emails or any abuse on grounds of religion, c…",0,0,2021-11-24 09:43:34+00:00
396,RT @LgbtqIndia: Don’t dither on Saurabh Kirpal's appointment https://t.co/oOytS1uWyf @deccanherald,0,0,2021-11-24 08:07:50+00:00
397,"...them earn a #livelihood and lead a life of #dignity. 
To know more about Garima Greh and their locations, visit:… https://t.co/Ua7Mmg9g0n",1,0,2021-11-24 07:30:39+00:00
398,@sustainablyurs @TransgenderNews @LgbtqIndia @LiveLawIndia @TGGuide @TransgenderU @GenderGP I hate to be the bearer… https://t.co/v6azMToCIn,0,0,2021-11-23 19:16:03+00:00
399,"...society. Help them cover the distance from #marginalised to #mainstream. 
To know more, visit:… https://t.co/inK9e0GCvO",1,0,2021-11-23 11:21:06+00:00
400,"RT @LgbtqIndia: Religion failed them, caste failed them, courts cannot: Devdutt Pattanaik on same-sex marriage https://t.co/sNcjg9QcXu via…",0,0,2021-11-23 01:52:42+00:00
401,"RT @LgbtqIndia: Religion failed them, caste failed them, courts cannot: Devdutt Pattanaik on same-sex marriage https://t.co/sNcjg9QcXu via…",0,0,2021-11-22 22:28:36+00:00
402,"RT @NISD_India: ...If anyone encounters a problem related to the #portal, there's #technical assistance available. Call us on +91 79 232682…",0,0,2021-11-22 17:40:46+00:00
403,"RT @LgbtqIndia: Religion failed them, caste failed them, courts cannot: Devdutt Pattanaik on same-sex marriage https://t.co/sNcjg9QcXu via…",0,0,2021-11-22 16:34:43+00:00
404,"RT @LgbtqIndia: Religion failed them, caste failed them, courts cannot: Devdutt Pattanaik on same-sex marriage https://t.co/sNcjg9QcXu via…",0,0,2021-11-22 10:16:19+00:00
405,RT @LgbtqIndia: Many Indian men are okay with their partners’ sexual history as long as they don’t know details https://t.co/hltgoHNaCZ via…,0,0,2021-11-22 08:37:48+00:00
406,"RT @LgbtqIndia: Religion failed them, caste failed them, courts cannot: Devdutt Pattanaik on same-sex marriage https://t.co/sNcjg9QcXu via…",0,0,2021-11-22 07:58:08+00:00
407,"RT @LgbtqIndia: Cast Away: Members of the transgender community recall how neighbours, landlords turned against them when they got covid.
h…",0,0,2021-11-22 07:25:43+00:00
408,RT @LgbtqIndia: Are Indian restaurants and clubs truly LGBTQIA+ friendly? https://t.co/qYm4j8oUDH via @timesofindia,0,0,2021-11-22 07:03:59+00:00
409,"RT @LgbtqIndia: Religion failed them, caste failed them, courts cannot: Devdutt Pattanaik on same-sex marriage https://t.co/sNcjg9QcXu via…",0,0,2021-11-22 07:00:25+00:00
410,RT @LgbtqIndia: Are Indian restaurants and clubs truly LGBTQIA+ friendly? https://t.co/qYm4j8oUDH via @timesofindia,0,0,2021-11-22 06:57:45+00:00
411,"RT @LgbtqIndia: Gouri Kishan, Anagha shine in Tamil music video rooting for LGBT cause. https://t.co/xPpNUoX7lv via @dt_next",0,0,2021-11-22 06:56:27+00:00
412,Read The Liz Vicious Daily ▸ today's top stories via @Nerdbunker @LgbtqIndia @derek_j_rob #solanart… https://t.co/fATRdHDFRu,0,0,2021-11-22 06:07:26+00:00
413,"RT @rebel_queer_N: It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent behin…",0,0,2021-11-21 22:00:11+00:00
414,"RT @rebel_queer_N: It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent behin…",0,0,2021-11-21 21:52:36+00:00
415,"RT @rebel_queer_N: It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent behin…",0,0,2021-11-21 18:48:45+00:00
416,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-21 18:25:00+00:00
417,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-21 17:30:56+00:00
418,"RT @rebel_queer_N: It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent behin…",0,0,2021-11-21 15:43:39+00:00
419,"RT @LgbtqIndia: Coming out at 50 to raising kids who are allies: This author, LGBT+ advocate wants to spread love https://t.co/aU5rA09JzV v…",0,0,2021-11-21 15:19:21+00:00
420,"RT @LgbtqIndia: Love, actually: How female novelists are rewriting romance in India https://t.co/J0T0X0I5oQ",0,0,2021-11-21 09:49:17+00:00
421,RT @LgbtqIndia: Free at last: meet the men behind New Delhi’s first transgender salon https://t.co/KZuda5Eb9U via @scmpnews,0,0,2021-11-21 09:49:07+00:00
422,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-21 07:02:56+00:00
423,RT @LgbtqIndia: Paper cut : A gay judge is great but LGBTQ need much more than that https://t.co/wuUHpcgbUl,0,0,2021-11-21 06:59:00+00:00
424,RT @LgbtqIndia: Sunday Debate: Should only a trans person play a transgender? https://t.co/FNiXT5Eqak,0,0,2021-11-21 06:42:53+00:00
425,@LgbtqIndia Nothing to debate honey it's clear as a crystal,1,0,2021-11-21 06:33:58+00:00
426,"RT @rebel_queer_N: It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent behin…",0,0,2021-11-21 06:11:17+00:00
427,RT @aakashmehrotra: Its high time to declare conversion therapy and corrective rapes a crime. Law needs to wake up to this injustice.,0,0,2021-11-21 06:08:06+00:00
428,RT @aakashmehrotra: Its high time to declare conversion therapy and corrective rapes a crime. Law needs to wake up to this injustice.,0,0,2021-11-21 06:01:44+00:00
429,Its high time to declare conversion therapy and corrective rapes a crime. Law needs to wake up to this injustice. https://t.co/CvdoJW36If,24,3,2021-11-21 05:45:53+00:00
430,"RT @rebel_queer_N: It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent behin…",0,0,2021-11-21 05:42:48+00:00
431,"It's high time that those administering this so called ""conversion therapy"" and ""corrective r@pes"" need to be sent… https://t.co/mCdXySDrq4",28,7,2021-11-21 05:17:30+00:00
432,"RT @Vignesh50880630: Corrective rape to change someone's sexual orientation, conversion therapy and irrational prescription of drugs to all…",0,0,2021-11-20 16:35:13+00:00
433,"RT @Vignesh50880630: Corrective rape to change someone's sexual orientation, conversion therapy and irrational prescription of drugs to all…",0,0,2021-11-20 16:32:50+00:00
434,RT @LgbtqIndia: Pakistan: Religious groups seek amendment to sex change law. They argue that the gender change law is promoting homosexuali…,0,0,2021-11-20 16:06:50+00:00
435,"RT @sustainablyurs: We kickstart the Transgender Awareness Week by highlighting the significance and how can we support the community.

Be…",0,0,2021-11-20 14:24:42+00:00
436,RT @LgbtqIndia: Queer cafés in India that are safe spaces for the community https://t.co/qitayppgsH,0,0,2021-11-20 13:31:57+00:00
437,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 12:47:26+00:00
438,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 12:10:01+00:00
439,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 10:49:34+00:00
440,Chee Chee Chee https://t.co/Wsn951obO4,0,0,2021-11-20 10:15:48+00:00
441,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 10:03:13+00:00
442,Despicable https://t.co/T88vuy4n5y,3,0,2021-11-20 09:38:50+00:00
443,"RT @Vignesh50880630: Corrective rape to change someone's sexual orientation, conversion therapy and irrational prescription of drugs to all…",0,0,2021-11-20 07:58:28+00:00
444,"With all other development and welfare indices you boast on, dear fellow keralites, your hands are with the unwashe… https://t.co/KDFEMaxjCS",1,0,2021-11-20 07:41:55+00:00
445,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 07:22:39+00:00
446,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 07:21:01+00:00
447,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 07:20:11+00:00
448,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 06:47:38+00:00
449,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 06:32:53+00:00
450,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 06:13:03+00:00
451,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 06:00:50+00:00
452,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 05:46:35+00:00
453,"Corrective rape to change someone's sexual orientation, conversion therapy and irrational prescription of drugs to… https://t.co/YFbFPIg8Uo",10,5,2021-11-20 05:27:18+00:00
454,RT @LgbtqIndia: Many Kerala families used lockdown to force queer persons into conversion therapy https://t.co/Z0cOo6r9aO,0,0,2021-11-20 05:17:18+00:00
455,@sustainablyurs @TransgenderNews @LgbtqIndia @LiveLawIndia @TGGuide @TransgenderU @GenderGP ew,0,0,2021-11-19 18:14:20+00:00
456,@LgbtqIndia Thanks yogi ji,0,0,2021-11-19 04:54:02+00:00
457,"RT @sustainablyurs: We kickstart the Transgender Awareness Week by highlighting the significance and how can we support the community.

Be…",0,0,2021-11-19 04:53:48+00:00
458,"RT @LgbtqIndia: This mother wants NCERT to bring back transgender manual, gets 5,600 supporters on online plea https://t.co/V8Laspd42E via…",0,0,2021-11-18 18:06:27+00:00
459,RT @LgbtqIndia: The Yogi Adityanath government appoint Sonam Kinnar as the vice-president of the Transgender Welfare Board. The post is equ…,0,0,2021-11-18 11:48:00+00:00
460,RT @LgbtqIndia: 25 transgender community leaders join Bilawal Bhutto's Pakistan Peoples Party (PPP). https://t.co/O6XZvk9xcv,0,0,2021-11-18 11:46:51+00:00
461,"...If anyone encounters a problem related to the #portal, there's #technical assistance available. Call us on +91 7… https://t.co/hNVFConiSN",2,1,2021-11-18 09:09:30+00:00
462,RT @LgbtqIndia: Gender Change: Is it Easy in India? Sonia Pandey Shares Her Life Story https://t.co/cdD3GTOOqH via @indiatoday,0,0,2021-11-18 09:04:35+00:00
463,"RT @LgbtqIndia: Milestone for gay rights: SC Collegium picks gay advocate Saurabh Kirpal for Delhi High Court. If appointed, he will be Ind…",0,0,2021-11-18 06:16:27+00:00
464,"RT @LgbtqIndia: UP polls: Shahida Begum becomes first transgender elected representative in Khulna, Bangladesh. https://t.co/QZlWSM846W",0,0,2021-11-18 06:16:00+00:00
465,ਹੁਸ਼ਿਆਰਪੁਰ : 'ਸੈਣੀ ਹਸਪਤਾਲ ਅਤੇ ਟੈਸਟ ਟਿਊਬ ਬੇਬੀ ਸੈਂਟਰ' ਸਮਲਿੰਗੀ ਲੋਕਾਂ ਲਈ 'ਕਨਵਰਜ਼ਨ ਥੈਰੇਪੀ' ਪ੍ਰਦਾਨ ਕਰਦਾ ਹੈ ਜੋ ਕਿ ਗੈਰ-ਵਿਗਿ… https://t.co/iX7O0oHjav,0,0,2021-11-17 21:46:05+00:00
466,"RT @LgbtqIndia: In this interview, Saurabh Kirpal explains why his sexuality had prevented him from being made a judge, and a change in att…",0,0,2021-11-17 19:15:13+00:00
467,RT @LgbtqIndia: National Council for Transgender Persons tells  government that proposed revisions in NCERT textbooks to bring sensitivity…,0,0,2021-11-17 18:38:07+00:00
468,"RT @LgbtqIndia: In this interview, Saurabh Kirpal explains why his sexuality had prevented him from being made a judge, and a change in att…",0,0,2021-11-17 18:28:35+00:00
469,@instagram @InstagramComms @Meta @FacebookWatch So this does not count under problematic speech? Okay!… https://t.co/XYmoow0stL,0,0,2021-11-17 17:21:11+00:00
470,RT @irocksid: A fun and insightful chat with @parmeshs on his book #Queeristan. #QueerIndia #LGBTQ #LGBTQindia #SohoHouse #SohoHouseMumbai…,0,0,2021-11-17 17:12:09+00:00
471,A fun and insightful chat with @parmeshs on his book #Queeristan. #QueerIndia #LGBTQ #LGBTQindia #SohoHouse… https://t.co/raVvQDq7rh,17,1,2021-11-17 16:10:55+00:00
472,"RT @LgbtqIndia: In a landmark decision, the Yogi Adityanath government is planning to set up a 'Kinnar Kalyan Board' for the welfare of tra…",0,0,2021-11-17 15:58:08+00:00
473,RT @HumsafarTrust: HST calls for abstracts to be submitted for 2nd National Symposium on LGBTQI+ Health being held in Delhi on Dec 9 - 11.…,0,0,2021-11-17 13:24:57+00:00
474,@GBgaybombay @gaysifamily @gaybombay @gayindia @meetdvdandher @gay_india @friendlyvicky @lgbteventsindia… https://t.co/fbYutPRE35,1,0,2021-11-17 10:58:23+00:00
475,RT @HumsafarTrust: HST calls for abstracts to be submitted for 2nd National Symposium on LGBTQI+ Health being held in Delhi on Dec 9 - 11.…,0,0,2021-11-17 05:46:06+00:00
476,RT @LgbtqIndia: Androgynous Model Amit Bittoo Dey Has Been Advocating For Gender Fluidity With His Art &amp; We Love It https://t.co/yom0PUOjpN,0,0,2021-11-16 19:26:58+00:00
477,RT @HumsafarTrust: HST calls for abstracts to be submitted for 2nd National Symposium on LGBTQI+ Health being held in Delhi on Dec 9 - 11.…,0,0,2021-11-16 18:28:25+00:00
478,RT @LgbtqIndia: Androgynous Model Amit Bittoo Dey Has Been Advocating For Gender Fluidity With His Art &amp; We Love It https://t.co/yom0PUOjpN,0,0,2021-11-16 17:33:00+00:00
479,Noice https://t.co/6MBLI4ZnT2,0,0,2021-11-16 17:26:33+00:00
480,"RT @LgbtqIndia: Milestone for gay rights: SC Collegium picks gay advocate Saurabh Kirpal for Delhi High Court. If appointed, he will be Ind…",0,0,2021-11-16 17:23:56+00:00
481,HST calls for abstracts to be submitted for 2nd National Symposium on LGBTQI+ Health being held in Delhi on Dec 9 -… https://t.co/FaudixScNV,17,4,2021-11-16 16:36:22+00:00
482,I think these docs are the ones who need help.. a little lgbtq+ enlightenment perhaps. https://t.co/en4H2DWMSy,0,0,2021-11-16 16:18:01+00:00
483,"#viratkohli
#lgbtqindia
#onecommune8 https://t.co/wWDdKSknMc",0,0,2021-11-16 13:28:55+00:00
484,Welcome to another day in india where boomers traumatise children day in and day out. https://t.co/yJy45UhWzD,2,0,2021-11-16 11:52:43+00:00
485,"RT @StudentsQueer: @LgbtqIndia Transgender, Non-binary, Intersex &amp; specially-abled students are not able to use any bathroom at schools

Al…",0,0,2021-11-16 11:49:34+00:00
486,"...&amp; #Kashmir and #Ladakh. It's aimed at answering questions related to the portal, where the #lgbtqia community ca… https://t.co/EVeSDQu11C",2,0,2021-11-16 10:44:59+00:00
487,@LgbtqIndia architectures to come up with creative ideas as well as these changes can be economical and of course i… https://t.co/9Tkf9SdEtO,0,0,2021-11-16 10:28:59+00:00
488,@LgbtqIndia gender binary. That's why we need unisex or gender-neutral or genderqueer bathroom in schools while foc… https://t.co/2zapt2ojQ8,1,0,2021-11-16 10:26:22+00:00
489,@LgbtqIndia thirsty or try to wait until they get home to go to the bathroom because simply there is no bathrooms f… https://t.co/9WiGnTEWYD,0,0,2021-11-16 10:13:51+00:00
490,"@LgbtqIndia Transgender, Non-binary, Intersex &amp; specially-abled students are not able to use any bathroom at school… https://t.co/LPzO3tU5FA",0,1,2021-11-16 10:10:20+00:00
491,@LgbtqIndia isn’t it opposite of what they should be doing,0,0,2021-11-16 09:41:04+00:00
492,"@IJaising @ikaveri True?
The chances of R🐒🐒 Gobt. accepting #SaurabhKirpal elevation as an HC Judge are exactly the… https://t.co/JWVk6HpvdA",0,0,2021-11-16 09:13:24+00:00
493,"RT @LgbtqIndia: Milestone for gay rights: SC Collegium picks gay advocate Saurabh Kirpal for Delhi High Court. If appointed, he will be Ind…",0,0,2021-11-16 08:54:03+00:00
494,"RT @LgbtqIndia: Milestone for gay rights: SC Collegium picks gay advocate Saurabh Kirpal for Delhi High Court. If appointed, he will be Ind…",0,0,2021-11-16 07:43:24+00:00
495,"...and is aimed at answering questions regarding the portal, where the #lgbtqia community can apply for their… https://t.co/S2OFZkSONN",0,0,2021-11-16 06:48:04+00:00
496,"RT @LgbtqIndia: Milestone for gay rights: SC Collegium picks gay advocate Saurabh Kirpal for Delhi High Court. If appointed, he will be Ind…",0,0,2021-11-16 06:21:46+00:00
